,name,team,year,games_played,mpg,fg%,3pfg%,rebounds,assists,steals,blocks,points_per_game,position,player_efficiency,true_shooting,plus_minus,win_shares_percentage
245,Mfiondu Kabengele,LAC,2021,21,4.1,.286,.200,0.6,0.2,0.1,0.1,1.1,PF,1.6,.392,-10.8,-0.076
246,Frank Kaminsky,PHO,2021,28,15.6,.467,.413,3.8,1.7,0.3,0.4,7.1,C,16.3,.554,2.0,.139
247,Enes Kanter,POR,2021,36,26.3,.597,,11.8,1.2,0.5,0.8,12.0,C,22.3,.626,-0.7,.192
248,Luke Kennard,LAC,2021,35,19.9,.464,.444,2.6,1.7,0.4,0.2,7.5,SG,11.3,.600,-1.8,.087
249,Maxi Kleber,DAL,2021,24,26.3,.452,.468,5.3,1.5,0.5,0.8,7.5,PF,12.5,.667,0.5,.132
250,Nathan Knight,ATL,2021,10,5.8,.391,.333,1.5,0.1,0.2,0.3,2.8,PF,14.4,.528,-2.9,.057
251,Kevin Knox,NYK,2021,27,14.8,.393,.392,1.9,0.6,0.3,0.2,5.0,SF,8.4,.531,-2.2,.047
252,John Konchar,MEM,2021,19,16.2,.424,.304,3.6,1.2,0.9,0.3,4.2,SG,12.4,.534,-1.0,.123
253,Furkan Korkmaz,PHI,2021,26,18.9,.392,.336,2.4,1.0,0.7,0.2,8.3,SG,9.8,.521,-3.3,.038
254,Luke Kornet,CHI,2021,11,8.2,.333,.261,1.4,0.4,0.2,0.6,2.4,PF,10.2,.452,0.8,.041
255,Rodions Kurucs,HOU,2021,16,5.7,.250,.176,0.9,0.4,0.4,0.3,1.0,SF-PF,2.1,.322,-7.0,-0.117
256,Kyle Kuzma,LAL,2021,36,25.9,.444,.365,6.7,1.1,0.4,0.6,11.5,SF,13.2,.541,-1.3,.088
257,Jeremy Lamb,IND,2021,21,23.1,.473,.447,3.7,1.6,0.9,0.5,11.3,SG,16.8,.635,2.1,.156
258,Zach LaVine,CHI,2021,35,35.5,.523,.431,5.2,5.1,1.1,0.4,28.4,SG,22.6,.650,3.9,.152
259,Jake Layman,MIN,2021,25,15.8,.516,.346,1.6,0.6,0.8,0.5,6.6,SF,13.3,.618,-1.2,.080
260,Jalen Lecque,IND,2021,3,3.0,.250,.000,1.3,0.7,0.0,0.0,1.7,PG,24.0,.470,2.6,.221
261,Damion Lee,GSW,2021,38,19.0,.442,.374,3.3,1.4,0.7,0.1,6.3,SG,11.7,.617,-0.4,.119
262,Saben Lee,DET,2021,16,15.1,.543,.667,1.5,2.3,0.8,0.3,6.6,PG,16.3,.608,-0.3,.133
263,Alex Len,WAS,2021,27,13.1,.621,.300,3.0,0.9,0.3,1.2,5.1,C,15.3,.654,-0.4,.105
264,Kawhi Leonard,LAC,2021,31,34.5,.513,.401,6.4,4.8,1.5,0.5,26.7,SF,26.8,.623,6.2,.237
265,Meyers Leonard,MIA,2021,3,9.7,.429,.429,2.3,0.7,0.0,0.0,3.3,C,6.6,.635,-4.4,.046
266,Caris LeVert,BRK,2021,12,27.8,.435,.349,4.3,6.0,1.1,0.5,18.5,SG,19.2,.516,0.6,.088
267,Kira Lewis Jr.,NOP,2021,22,13.4,.392,.333,0.9,1.9,0.7,0.1,5.5,PG,11.4,.470,-3.8,.038
268,Damian Lillard,POR,2021,35,36.0,.445,.385,4.3,8.0,1.1,0.3,29.8,PG,26.5,.617,6.1,.208
269,Nassir Little,POR,2021,21,12.3,.486,.474,2.3,0.4,0.1,0.2,5.3,PF,15.0,.655,-1.8,.121
270,Kevon Looney,GSW,2021,28,14.8,.587,.333,4.2,1.6,0.4,0.3,3.9,C,14.1,.634,-0.6,.166
271,Brook Lopez,MIL,2021,37,27.0,.470,.348,5.0,0.6,0.5,1.4,10.8,C,13.6,.590,-0.6,.114
272,Robin Lopez,WAS,2021,35,20.4,.588,.308,4.3,0.9,0.3,0.6,8.2,C,14.6,.628,-2.7,.105
273,Kevin Love,CLE,2021,2,23.0,.333,.333,6.0,2.5,0.5,0.0,9.5,PF,11.1,.470,-2.1,.012
274,Kyle Lowry,TOR,2021,30,34.7,.450,.402,5.5,7.2,1.1,0.2,18.0,PG,16.8,.604,1.0,.128
275,Timothé Luwawu-Cabarrot,BRK,2021,34,19.7,.389,.363,2.4,1.3,0.7,0.1,7.2,SF,9.3,.527,-3.5,.043
276,Trey Lyles,SAS,2021,20,15.9,.506,.378,4.0,0.6,0.3,0.1,5.5,PF,12.7,.602,-0.7,.114
277,Thon Maker,CLE,2021,8,9.5,.556,.000,2.3,0.5,0.3,0.5,3.8,C,18.8,.657,1.5,.180
278,Théo Maledon,OKC,2021,32,26.0,.396,.366,3.0,3.5,1.0,0.1,7.9,PG,8.2,.523,-4.4,.027
279,Karim Mané,ORL,2021,6,9.3,.111,.500,1.7,0.2,0.0,0.2,1.2,PG,-0.8,.325,-11.4,-0.092
280,Terance Mann,LAC,2021,36,15.7,.474,.389,3.2,1.3,0.4,0.3,4.8,SG,11.6,.571,-1.7,.107
281,Nico Mannion,GSW,2021,8,11.1,.300,.353,1.9,2.5,0.5,0.0,3.5,PG,5.0,.418,-6.8,-0.066
282,Boban Marjanović,DAL,2021,19,7.7,.493,.000,4.0,0.2,0.1,0.1,4.5,C,21.1,.524,-4.1,.117
283,Lauri Markkanen,CHI,2021,15,30.3,.526,.435,5.9,0.8,0.6,0.4,19.4,PF,18.0,.674,1.2,.129
284,Naji Marshall,NOP,2021,3,2.7,.000,.000,0.7,0.3,0.0,0.0,0.3,SF,-0.5,.174,-10.0,-0.159
285,Caleb Martin,CHO,2021,26,15.2,.414,.333,2.8,1.2,0.8,0.3,5.5,SF,11.7,.495,-2.0,.053
286,Cody Martin,CHO,2021,24,11.6,.522,.238,2.3,1.0,0.5,0.2,3.5,SF,12.8,.581,-1.4,.089
287,Kelan Martin,IND,2021,12,4.0,.350,.222,1.0,0.0,0.3,0.0,1.5,SF,4.6,.431,-8.3,-0.096
288,Kenyon Martin Jr.,HOU,2021,8,12.6,.444,.400,3.5,0.5,0.3,1.0,4.5,SF,12.2,.471,-4.6,.023
289,Frank Mason III,ORL,2021,4,19.8,.375,.400,3.0,3.0,0.0,0.0,6.3,PG,7.5,.462,-9.2,-0.007
290,Garrison Mathews,WAS,2021,29,16.2,.426,.408,1.8,0.4,0.7,0.2,6.9,SG,13.9,.660,0.1,.148
291,Dakota Mathias,PHI,2021,8,15.4,.396,.308,0.9,1.6,0.1,0.4,6.0,SG,9.8,.474,-3.6,.056
292,Wesley Matthews,LAL,2021,30,20.2,.356,.337,1.5,1.1,0.5,0.4,4.2,SG,6.3,.510,-3.1,.071
293,Tyrese Maxey,PHI,2021,33,15.8,.451,.268,1.8,1.8,0.5,0.2,7.8,SG,12.7,.504,-3.1,.060
294,Skylar Mays,ATL,2021,16,8.3,.388,.348,0.8,1.1,0.4,0.0,3.9,SG,16.3,.545,1.5,.137
295,Patrick McCaw,TOR,2021,3,6.7,,,0.3,1.3,0.0,0.0,0.0,SF,5.9,,-1.7,.117
296,CJ McCollum,POR,2021,13,33.8,.473,.441,3.9,5.0,1.3,0.3,26.7,SG,26.3,.620,6.9,.226
297,T.J. McConnell,IND,2021,32,25.3,.526,.316,3.7,6.8,2.0,0.4,6.7,PG,16.0,.543,2.1,.121
298,Jaden McDaniels,MIN,2021,31,19.3,.411,.364,3.4,1.0,0.4,1.1,5.6,PF,8.6,.516,-3.8,.031
299,Jalen McDaniels,CHO,2021,17,12.5,.439,.261,2.6,0.5,0.1,0.2,4.5,SF,6.9,.518,-7.4,-0.002
300,Doug McDermott,IND,2021,34,25.9,.506,.364,4.0,1.3,0.3,0.1,13.2,PF,14.2,.608,-1.2,.094
301,Sean McDermott,MEM,2021,8,15.8,.435,.333,1.5,0.5,0.1,0.3,3.9,SF,7.3,.605,-4.7,.063
302,JaVale McGee,CLE,2021,27,15.2,.489,.294,5.1,1.0,0.5,1.2,7.5,C,16.5,.523,-2.3,.057
303,Rodney McGruder,DET,2021,13,9.6,.511,.500,1.0,0.9,0.3,0.1,4.7,SG,15.8,.614,-0.2,.108
304,Alfonzo McKinnie,LAL,2021,18,4.7,.533,.417,1.1,0.1,0.1,0.0,2.3,SF,17.5,.626,0.4,.191
305,Jordan McLaughlin,MIN,2021,24,19.5,.376,.348,2.3,4.7,1.0,0.2,5.4,PG,12.0,.447,-2.3,.047
306,Ben McLemore,HOU,2021,25,15.7,.359,.309,2.2,1.0,0.6,0.1,6.4,SG,8.2,.494,-4.5,-0.005
307,Nicolò Melli,NOP,2021,18,10.7,.238,.212,2.4,0.9,0.4,0.1,1.7,PF,4.5,.351,-5.2,-0.021
308,De'Anthony Melton,MEM,2021,21,20.3,.482,.425,3.0,2.9,1.2,0.7,10.1,PG,17.8,.597,3.8,.140
309,Sam Merrill,MIL,2021,14,5.9,.421,.500,1.0,0.8,0.1,0.0,1.7,SG,12.1,.604,-1.0,.134
310,Chimezie Metu,SAC,2021,11,6.5,.500,.333,2.1,0.5,0.3,0.5,3.4,C,20.2,.545,-1.3,.087
311,Khris Middleton,MIL,2021,37,33.2,.498,.428,6.1,5.6,1.1,0.2,20.4,SF,19.6,.613,2.6,.163
312,Darius Miller,OKC,2021,12,9.3,.458,.429,1.3,0.8,0.4,0.3,2.8,SF,12.6,.671,1.5,.125
313,Patty Mills,SAS,2021,33,25.8,.451,.403,1.8,2.6,0.6,0.0,13.3,PG,14.4,.604,-0.1,.097
314,Paul Millsap,DEN,2021,26,23.9,.524,.410,5.2,1.7,0.8,0.5,10.4,PF,17.1,.630,0.9,.156
315,Shake Milton,PHI,2021,29,25.1,.436,.307,2.3,3.0,0.6,0.3,13.7,SG,14.1,.546,-2.8,.091
316,Donovan Mitchell,UTA,2021,34,33.9,.421,.382,4.7,5.4,1.0,0.3,24.7,SG,18.9,.549,1.7,.134
317,Adam Mokoka,CHI,2021,7,6.0,.357,.125,0.6,0.6,0.3,0.1,1.6,SG,5.4,.393,-6.6,-0.033
318,Malik Monk,CHO,2021,23,22.4,.457,.437,2.9,1.8,0.3,0.1,13.3,SG,14.1,.601,-2.0,.069
319,E'Twaun Moore,PHO,2021,23,14.7,.412,.231,1.7,1.5,0.6,0.2,4.1,SG,8.1,.464,-4.2,.028
320,Ja Morant,MEM,2021,25,30.8,.455,.228,3.4,7.8,1.0,0.2,19.8,PG,19.2,.540,0.7,.112
321,Juwan Morgan,UTA,2021,15,4.7,.429,.300,0.9,0.3,0.2,0.0,1.1,PF,7.2,.494,-2.6,.084
322,Marcus Morris,LAC,2021,29,24.4,.441,.465,3.7,0.9,0.5,0.3,12.2,PF,13.9,.589,-1.1,.101
323,Markieff Morris,LAL,2021,31,17.4,.407,.322,3.8,1.0,0.2,0.3,5.4,PF,9.3,.526,-2.5,.091
324,Monte Morris,DEN,2021,35,27.1,.477,.360,2.2,3.4,0.7,0.3,10.6,PG,13.7,.570,-1.1,.112
325,Mychal Mulder,GSW,2021,34,10.6,.435,.409,0.9,0.4,0.2,0.2,4.1,PG,10.0,.611,-2.2,.075
326,Dejounte Murray,SAS,2021,33,31.1,.452,.324,7.0,5.3,1.6,0.1,15.6,PG,16.9,.516,0.8,.094
327,Jamal Murray,DEN,2021,34,35.4,.487,.398,4.2,4.6,1.1,0.3,21.8,PG,18.7,.602,1.5,.136
328,Mike Muscala,OKC,2021,34,18.6,.441,.368,3.8,0.8,0.2,0.3,9.7,C,14.6,.594,-0.5,.103
329,Sviatoslav Mykhailiuk,DET,2021,36,17.6,.377,.333,2.1,1.6,0.8,0.2,6.9,SF,10.3,.527,-2.1,.025
330,Abdel Nader,PHO,2021,20,14.7,.495,.412,2.6,0.8,0.4,0.4,6.3,SF,13.1,.606,-0.3,.102
331,Larry Nance Jr.,CLE,2021,19,33.4,.483,.381,6.8,3.2,1.9,0.5,9.3,PF,13.1,.571,1.0,.094
332,Aaron Nesmith,BOS,2021,18,15.6,.397,.354,2.4,0.4,0.2,0.3,4.2,SF,6.2,.549,-4.7,.033
333,Raul Neto,WAS,2021,30,20.5,.448,.382,2.3,2.1,1.1,0.1,7.9,PG,12.5,.549,-1.5,.074
334,Georges Niang,UTA,2021,36,13.4,.431,.385,2.2,0.7,0.3,0.1,5.4,PF,9.9,.573,-1.9,.081
335,Zeke Nnaji,DEN,2021,23,10.8,.508,.417,1.4,0.1,0.1,0.1,3.6,PF,10.4,.640,-2.9,.090
